,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,smiles,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,ID,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND,scores_bbd,scores_bbd_sort_idcs,scores_soil,scores_soil_sort_idcs,agro_categories,acaricide,adjuvant,algicide,algistat,amide fungicide,amide herbicide,anilide herbicide,anti-fouling agent,antibiotic fungicide,antimicrobial,attractant,avicide,bactericide,benzimidazole fungicide,benzofuranyl alkylsulfonate herbicide,biocide,bird repellent,chloroacetanilide herbicide,chlorotriazine herbicide,desiccant,elicitor,formamidine insecticide,fumigant,fungicide,herbicide,heterocyclic organothiophosphate insecticide,inert,insect attractant,insecticide,metabolite,methoxytriazine herbicide,methylthiotriazine herbicide,microbiocide,miticide,molluscicide,multi-target,nematicide,nicotinoid insecticide,nitrile herbicide,nitroguanidine insecticide,nr,organophosphorus insecticide,organothiophosphate insecticide,pesticide,phenylpyrazole insecticide,phenylsulfamide fungicide,phenylurea herbicide,pheromone,piscicide,plant activator,plant growth regulator,preservative,pyrazole insecticide,pyrethroid ester insecticide,pyrethroid insecticide,pyridazinone herbicide,repellent,rodenticide,safener,soil treatment,solvent,strobilurin fungicide,sulfonylurea herbicide,synergist,termaticide,transformation product,triazine herbicide,triazinone herbicide,triazinylsulfonylurea herbicide,uracil herbicide,urea herbicide,veterinary substance,wood preservative,isInSOIL,isInBBD,SOIL_top50,BBD_top50,SOIL_top20,BBD_top20
2642,139597173,1,527.0,6,1,6,AAADceB6OABAAAAAAAAAAAAAAAAAAAAAAAAkQAAAAAAAAAAAAAAAHgQECAAADQylwAKCAAAQAgqoA4BwAEBAAAAgIBAACAEwAFgAABIgAAAAQAAEgAAoAQOIzOCOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-[(Z)-N-ethoxy-C-propyl-carbonimidoyl]-3-hydroxy-5-(1-oxothian-3-yl)cyclohex-2-en-1-one,2-[(1Z)-1-ethoxyiminobutyl]-3-hydroxy-5-(1-oxo-3-thianyl)-1-cyclohex-2-enone,2-[(<I>Z</I>)-<I>N</I>-ethoxy-<I>C</I>-propylcarbonimidoyl]-3-hydroxy-5-(1-oxothian-3-yl)cyclohex-2-en-1-one,2-[(Z)-N-ethoxy-C-propylcarbonimidoyl]-3-hydroxy-5-(1-oxothian-3-yl)cyclohex-2-en-1-one,2-[(Z)-N-ethoxy-C-propyl-carbonimidoyl]-3-oxidanyl-5-(1-oxidanylidenethian-3-yl)cyclohex-2-en-1-one,2-[(Z)-N-ethoxy-C-propyl-carbonimidoyl]-3-hydroxy-5-(1-ketothian-3-yl)cyclohex-2-en-1-one,"InChI=1S/C17H27NO4S/c1-3-6-14(18-22-4-2)17-15(19)9-13(10-16(17)20)12-7-5-8-23(21)11-12/h12-13,19H,3-11H2,1-2H3/b18-14-",SVKHAVSUBSUFBQ-JXAWBTAJSA-N,,341.16607952,C17H27NO4S,341.5,CCCC(=NOCC)C1=C(CC(CC1=O)C2CCCS(=O)C2)O,CCC/C(=N/OCC)/C1=C(CC(CC1=O)C2CCCS(=O)C2)O,95.2,341.16607952,0,23,0,3,1,0,0,1,-1,"1
5
255",139597173,1.6,"1  14  3
7  9  3
8  11  3",,0.0,465,77.02561189708672,2501,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
2643,139597181,1,475.0,4,2,2,AAADccBzsAAAAAAAAAAAAAAAAAAAAAAAAAAgQAAAAAAAAAAAAAAAHgAYAAAADAjBgAQDAALiAACoAzF3UACQAAAgAAAeCIA4AFiIAAAAAQAEAAAQHgIIgYIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"6-methyl-4-[(Z)-(6-oxo-1H-pyridin-3-yl)methyleneamino]-2,5-dihydro-1,2,4-triazin-3-one","6-methyl-4-[(Z)-(6-oxo-1H-pyridin-3-yl)methylideneamino]-2,5-dihydro-1,2,4-triazin-3-one","6-methyl-4-[(<I>Z</I>)-(6-oxo-1<I>H</I>-pyridin-3-yl)methylideneamino]-2,5-dihydro-1,2,4-triazin-3-one","6-methyl-4-[(Z)-(6-oxo-1H-pyridin-3-yl)methylideneamino]-2,5-dihydro-1,2,4-triazin-3-one","6-methyl-4-[(Z)-(6-oxidanylidene-1H-pyridin-3-yl)methylideneamino]-2,5-dihydro-1,2,4-triazin-3-one","4-[(Z)-(6-keto-1H-pyridin-3-yl)methyleneamino]-6-methyl-2,5-dihydro-1,2,4-triazin-3-one","InChI=1S/C10H11N5O2/c1-7-6-15(10(17)14-13-7)12-5-8-2-3-9(16)11-4-8/h2-5H,6H2,1H3,(H,11,16)(H,14,17)/b12-5-",SWYAAMNNHNMREO-XGICHPGQSA-N,,233.09127461,C10H11N5O2,233.23,CC1=NNC(=O)N(C1)N=CC2=CNC(=O)C=C2,CC1=NNC(=O)N(C1)/N=C\C2=CNC(=O)C=C2,86.2,233.09127461,0,17,0,0,1,0,0,1,-1,"1
5
255",139597181,-0.9,"12  14  8
12  15  8
15  16  8
16  17  8
7  14  8
7  17  8",,0.0,2639,72.41853911395395,2136,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
2644,139597267,1,480.0,6,3,5,AAADccBzuABEAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAHgYQCAAADALFWiS9gJPIEIKoAjBnVHDCgCAxByAI2CA4ZpiIIOLB05GEIAhohyLIyAYQAAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-[allophanoyl-[(6-chloro-3-pyridyl)methyl]amino]ethanesulfonic acid,2-[[(carbamoylamino)-oxomethyl]-[(6-chloro-3-pyridinyl)methyl]amino]ethanesulfonic acid,2-[carbamoylcarbamoyl-[(6-chloropyridin-3-yl)methyl]amino]ethanesulfonic acid,2-[carbamoylcarbamoyl-[(6-chloropyridin-3-yl)methyl]amino]ethanesulfonic acid,2-[aminocarbonylcarbamoyl-[(6-chloranylpyridin-3-yl)methyl]amino]ethanesulfonic acid,2-[allophanoyl-[(6-chloro-3-pyridyl)methyl]amino]ethanesulfonic acid,"InChI=1S/C10H13ClN4O5S/c11-8-2-1-7(5-13-8)6-15(3-4-21(18,19)20)10(17)14-9(12)16/h1-2,5H,3-4,6H2,(H,18,19,20)(H3,12,14,16,17)",UCZRQNICFJGZAI-UHFFFAOYSA-N,,336.0295184,C10H13ClN4O5S,336.75,C1=CC(=NC=C1CN(CCS(=O)(=O)O)C(=O)NC(=O)N)Cl,C1=CC(=NC=C1CN(CCS(=O)(=O)O)C(=O)NC(=O)N)Cl,151.0,336.0295184,0,21,0,0,0,0,0,1,-1,"1
5
255",139597267,-0.4,"10  18  8
10  20  8
15  17  8
15  18  8
17  19  8
19  20  8",,0.0,1467,93.53580862426008,2699,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
2645,139597290,1,436.0,9,1,3,AAADcYBzMYBAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAHwQQQAAADADB2hY/hZJIFAKwAjBnRHDCiDAxIiAI2DY8bJgMJmLEsJuEMChkwBHI6AaQEAAKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,N-cyano-2-methoxy-4-(trifluoromethyl)pyridine-3-sulfonamide,N-cyano-2-methoxy-4-(trifluoromethyl)-3-pyridinesulfonamide,<I>N</I>-cyano-2-methoxy-4-(trifluoromethyl)pyridine-3-sulfonamide,N-cyano-2-methoxy-4-(trifluoromethyl)pyridine-3-sulfonamide,N-cyano-2-methoxy-4-(trifluoromethyl)pyridine-3-sulfonamide,N-cyano-2-methoxy-4-(trifluoromethyl)pyridine-3-sulfonamide,"InChI=1S/C8H6F3N3O3S/c1-17-7-6(18(15,16)14-4-12)5(2-3-13-7)8(9,10)11/h2-3,14H,1H3",UHQMUHGVGXBPEM-UHFFFAOYSA-N,,281.00819672,C8H6F3N3O3S,281.21,COC1=NC=CC(=C1S(=O)(=O)NC#N)C(F)(F)F,COC1=NC=CC(=C1S(=O)(=O)NC#N)C(F)(F)F,101.0,281.00819672,0,18,0,0,0,0,0,1,-1,"1
5
255",139597290,1.1,"11  12  8
11  13  8
12  14  8
14  16  8
8  13  8
8  16  8",,0.0,1504,0.0,620,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
2646,139597294,1,397.0,6,2,1,AAADcQBiMYAEAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAHwIQCAAADAqBgBAACALAAgCIAiXSWACAAAAAAAAACAGAAEAKBAAAACAEEAAABACQkYAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,3-chloro-6-oxo-5-(trifluoromethyl)-1H-pyridine-2-carboxylic acid,3-chloro-6-oxo-5-(trifluoromethyl)-1H-pyridine-2-carboxylic acid,3-chloro-6-oxo-5-(trifluoromethyl)-1<I>H</I>-pyridine-2-carboxylic acid,3-chloro-6-oxo-5-(trifluoromethyl)-1H-pyridine-2-carboxylic acid,3-chloranyl-6-oxidanylidene-5-(trifluoromethyl)-1H-pyridine-2-carboxylic acid,3-chloro-6-keto-5-(trifluoromethyl)-1H-pyridine-2-carboxylic acid,"InChI=1S/C7H3ClF3NO3/c8-3-1-2(7(9,10)11)5(13)12-4(3)6(14)15/h1H,(H,12,13)(H,14,15)",UIKWSXJKVFZINB-UHFFFAOYSA-N,,240.9753551,C7H3ClF3NO3,241.55,C1=C(C(=O)NC(=C1Cl)C(=O)O)C(F)(F)F,C1=C(C(=O)NC(=C1Cl)C(=O)O)C(F)(F)F,66.4,240.9753551,0,15,0,0,0,0,0,1,-1,"1
5
255",139597294,1.2,"10  13  8
12  13  8
8  10  8
8  11  8
9  11  8
9  12  8",,0.0,2291,60.36663073012817,1443,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
2647,139597313,1,629.0,6,1,2,AAADcYBzMABAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACBAAAAHgQACAAADASB2AAwAIAAAgiYBqBSAAAiAAAkIBAIiAEACMgIJjKgFRCAcQAkwAEomYeKzKCOgAAAAAAQAAAAAAAAACAAAAAAAAAAAA==,"(E)-2-[(1-hydroxy-3,4-dioxo-2-naphthyl)sulfanyl]but-2-enedinitrile","(E)-2-[(1-hydroxy-3,4-dioxo-2-naphthalenyl)thio]-2-butenedinitrile","(<I>E</I>)-2-(1-hydroxy-3,4-dioxonaphthalen-2-yl)sulfanylbut-2-enedinitrile","(E)-2-(1-hydroxy-3,4-dioxonaphthalen-2-yl)sulfanylbut-2-enedinitrile","(E)-2-[1-oxidanyl-3,4-bis(oxidanylidene)naphthalen-2-yl]sulfanylbut-2-enedinitrile","(E)-2-[(1-hydroxy-3,4-diketo-2-naphthyl)thio]but-2-enedinitrile","InChI=1S/C14H6N2O3S/c15-6-5-8(7-16)20-14-12(18)10-4-2-1-3-9(10)11(17)13(14)19/h1-5,18H/b8-5+",CEVKSIUHESPYNE-VMPITWQZSA-N,,282.00991323,C14H6N2O3S,282.28,C1=CC=C2C(=C1)C(=C(C(=O)C2=O)SC(=CC#N)C#N)O,C1=CC=C2C(=C1)C(=C(C(=O)C2=O)S/C(=C/C#N)/C#N)O,127.0,282.00991323,0,20,0,0,1,0,0,1,-1,"1
5
255",139597313,1.4,"12  15  8
13  16  8
15  16  8
7  12  8
7  8  8
8  13  8",,49.70034070820365,368,44.81475356686239,1456,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
2648,139597315,1,733.0,7,1,8,AAADceB6OYAEAAAAAAAAAAAAGAAAAAAAAAAwYAAAAAAAAAABQAAAHwIQAAAADxahmBIyDoBABACIAiHSGAICCAAgIAAIiAFGCIgOJjKEtR+DOCCk0BEIqAfY3LDPgAABAAAAAAAAAAIAAAAAAAAAAAAAAA==,"[2-amino-2-oxo-1-(3-phenoxyphenyl)ethyl] 3-[(Z)-2-chloro-3,3,3-trifluoro-prop-1-enyl]-2,2-dimethyl-cyclopropanecarboxylate","3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethyl-1-cyclopropanecarboxylic acid [2-amino-2-oxo-1-(3-phenoxyphenyl)ethyl] ester","[2-amino-2-oxo-1-(3-phenoxyphenyl)ethyl] 3-[(<I>Z</I>)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate","[2-amino-2-oxo-1-(3-phenoxyphenyl)ethyl] 3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate","[2-azanyl-2-oxidanylidene-1-(3-phenoxyphenyl)ethyl] 3-[(Z)-2-chloranyl-3,3,3-tris(fluoranyl)prop-1-enyl]-2,2-dimethyl-cyclopropane-1-carboxylate","3-[(Z)-2-chloro-3,3,3-trifluoro-prop-1-enyl]-2,2-dimethyl-cyclopropanecarboxylic acid [2-amino-2-keto-1-(3-phenoxyphenyl)ethyl] ester","InChI=1S/C23H21ClF3NO4/c1-22(2)16(12-17(24)23(25,26)27)18(22)21(30)32-19(20(28)29)13-7-6-10-15(11-13)31-14-8-4-3-5-9-14/h3-12,16,18-19H,1-2H3,(H2,28,29)/b17-12-",ULWFXSSYAJIHDT-ATVHPVEESA-N,5.3,467.1111203,C23H21ClF3NO4,467.9,CC1(C(C1C(=O)OC(C2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)N)C=C(C(F)(F)F)Cl)C,CC1(C(C1C(=O)OC(C2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)N)/C=C(/C(F)(F)F)\Cl)C,78.6,467.1111203,0,32,0,3,1,0,0,1,-1,"1
5
255",139597315,,"11  15  3
12  16  3
18  21  3
20  22  8
20  23  8
22  24  8
23  25  8
24  26  8
25  26  8
27  28  8
27  29  8
28  30  8
29  31  8
30  32  8
31  32  8",,79.05600846301904,234,63.49846496410024,1497,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,1.0,0.0,0.0
2649,139597326,1,467.0,4,1,6,AAADceB7oAAEAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAAB0AAAHgIICAAADhbhmCY1EIYIEgCyBiBDJAASAAswhYAdyAAICoiIviKBmxGEcAAswAMImA+wwOAPhAAAAAAAAAAIAAAAAAAAAAAAAAAAAA==,"4-(4-chlorophenyl)-4-hydroxy-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile","4-(4-chlorophenyl)-4-hydroxy-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile","4-(4-chlorophenyl)-4-hydroxy-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile","4-(4-chlorophenyl)-4-hydroxy-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile","4-(4-chlorophenyl)-4-oxidanyl-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile","4-(4-chlorophenyl)-4-hydroxy-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butyronitrile","InChI=1S/C19H17ClN4O/c20-17-8-6-15(7-9-17)18(25)10-19(11-21,12-24-14-22-13-23-24)16-4-2-1-3-5-16/h1-9,13-14,18,25H,10,12H2",UMZLHZWPAMMSRJ-UHFFFAOYSA-N,2.1,352.1090889,C19H17ClN4O,352.8,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)Cl)O)(CN3C=NC=N3)C#N,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)Cl)O)(CN3C=NC=N3)C#N,74.7,352.1090889,0,25,0,2,0,0,0,1,-1,"1
5
255",139597326,,"11  14  8
11  15  8
12  16  8
12  17  8
14  18  8
15  19  8
16  22  8
17  23  8
18  21  8
19  21  8
10  2  3
22  24  8
23  24  8
3  20  8
3  4  8
4  25  8
5  20  8
5  25  8
7  8  3",,0.0,2133,40.273546556200216,2533,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
2650,139597359,1,537.0,4,1,0,AAADcYBzMAAAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAFjBwAAAHgAQAAAADAyBngAwgJLJkAC4B6RyRACigCAnACAImSGgRNgIoHrAlbGEIYhggADIyc8dicCegAAAAAAQAACQAASAACQAAAAAAAAAAA==,"4,9-dioxo-1H-benzo[f]indole-2,3-dicarbonitrile","4,9-dioxo-1H-benzo[f]indole-2,3-dicarbonitrile","4,9-dioxo-1<I>H</I>-benzo[f]indole-2,3-dicarbonitrile","4,9-dioxo-1H-benzo[f]indole-2,3-dicarbonitrile","4,9-bis(oxidanylidene)-1H-benzo[f]indole-2,3-dicarbonitrile","4,9-diketo-1H-benz[f]indole-2,3-dicarbonitrile","InChI=1S/C14H5N3O2/c15-5-9-10(6-16)17-12-11(9)13(18)7-3-1-2-4-8(7)14(12)19/h1-4,17H",URCKDZGKBARMTM-UHFFFAOYSA-N,,247.038176411,C14H5N3O2,247.21,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)NC(=C3C#N)C#N,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)NC(=C3C#N)C#N,97.5,247.038176411,0,19,0,0,0,0,0,1,-1,"1
5
255",139597359,1.8,"12  13  8
14  16  8
15  17  8
16  17  8
3  13  8
3  7  8
6  12  8
6  7  8
8  14  8
8  9  8
9  15  8",,0.0,1150,61.48122838192798,2330,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
2651,139597409,1,738.0,7,1,4,AAADceB7OQAAAAAAAAAAAAAAAAAAAQAAAAA8QIAAAAAAAFixAAAAHwAACAAADAzhkA4wzoMABgCIAiXSWAKCCAAhIgAAiAFPbMgOJjrE8N+HeCjmxjHY6Qe4yICAAEAAAAQAEAAAgAAACAAgAAAAAAAAAA==,"3-[6-(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)-7-fluoro-3-oxo-1,4-benzoxazin-4-yl]propanoic acid","3-[6-(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)-7-fluoro-3-oxo-1,4-benzoxazin-4-yl]propanoic acid","3-[6-(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)-7-fluoro-3-oxo-1,4-benzoxazin-4-yl]propanoic acid","3-[6-(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)-7-fluoro-3-oxo-1,4-benzoxazin-4-yl]propanoic acid","3-[6-[1,3-bis(oxidanylidene)-4,5,6,7-tetrahydroisoindol-2-yl]-7-fluoranyl-3-oxidanylidene-1,4-benzoxazin-4-yl]propanoic acid","3-[6-(1,3-diketo-4,5,6,7-tetrahydroisoindol-2-yl)-7-fluoro-3-keto-1,4-benzoxazin-4-yl]propionic acid","InChI=1S/C19H17FN2O6/c20-12-7-15-14(21(6-5-17(24)25)16(23)9-28-15)8-13(12)22-18(26)10-3-1-2-4-11(10)19(22)27/h7-8H,1-6,9H2,(H,24,25)",UZNFWTZACJHTFC-UHFFFAOYSA-N,,388.10706443,C19H17FN2O6,388.3,C1CCC2=C(C1)C(=O)N(C2=O)C3=C(C=C4C(=C3)N(C(=O)CO4)CCC(=O)O)F,C1CCC2=C(C1)C(=O)N(C2=O)C3=C(C=C4C(=C3)N(C(=O)CO4)CCC(=O)O)F,104.0,388.10706443,0,28,0,0,0,0,0,1,-1,"1
5
255",139597409,1.2,"18  20  8
18  22  8
19  20  8
19  21  8
21  24  8
22  24  8",,0.0,814,0.0,2456,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
2652,139597444,1,368.0,4,1,5,AAADccB7IQAEAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAAB0AAAHwIICAAADRbhmC41EIYIEgCiAiBDJAASAAswhYAdyAAICoiIPiKBmxGEcAAuwAMImAeQwOAOgAAAAAABAAAAAAAAAAIAAAAAAAAAAA==,"1-(2-chlorophenyl)-2-(4-fluorophenyl)-3-(1,2,4-triazol-1-yl)propan-1-ol","1-(2-chlorophenyl)-2-(4-fluorophenyl)-3-(1,2,4-triazol-1-yl)-1-propanol","1-(2-chlorophenyl)-2-(4-fluorophenyl)-3-(1,2,4-triazol-1-yl)propan-1-ol","1-(2-chlorophenyl)-2-(4-fluorophenyl)-3-(1,2,4-triazol-1-yl)propan-1-ol","1-(2-chlorophenyl)-2-(4-fluorophenyl)-3-(1,2,4-triazol-1-yl)propan-1-ol","1-(2-chlorophenyl)-2-(4-fluorophenyl)-3-(1,2,4-triazol-1-yl)propan-1-ol","InChI=1S/C17H15ClFN3O/c18-16-4-2-1-3-14(16)17(23)15(9-22-11-20-10-21-22)12-5-7-13(19)8-6-12/h1-8,10-11,15,17,23H,9H2",VDYPVYFFTDVRQX-UHFFFAOYSA-N,,331.088768,C17H15ClFN3O,331.8,C1=CC=C(C(=C1)C(C(CN2C=NC=N2)C3=CC=C(C=C3)F)O)Cl,C1=CC=C(C(=C1)C(C(CN2C=NC=N2)C3=CC=C(C=C3)F)O)Cl,50.9,331.088768,0,23,0,2,0,0,0,1,-1,"1
5
255",139597444,3.3,"10  12  8
10  13  8
11  14  8
11  15  8
12  16  8
13  17  8
14  20  8
15  21  8
16  19  8
17  19  8
20  22  8
21  22  8
8  3  3
4  18  8
4  5  8
5  23  8
6  18  8
6  23  8
7  9  3",,0.0,928,43.36105883353533,2526,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
